image_id,operations
ISIC_0029709,"Brightness Normalization, Minimal Enhancement"
ISIC_0032105,"Brightness Normalization, CLAHE"
ISIC_0030419,Denoising
ISIC_0030474,CLAHE
ISIC_0031280,Brightness Correction
ISIC_0026508,Minimal Enhancement
ISIC_0028244,CLAHE
ISIC_0032259,CLAHE
ISIC_0025666,Minimal Enhancement
ISIC_0027794,
ISIC_0024438,"Hair Removal, Minimal Enhancement"
ISIC_0026077,CLAHE
ISIC_0031274,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0025796,CLAHE
ISIC_0030745,"Brightness Correction, CLAHE"
ISIC_0031300,"Brightness Normalization, Minimal Enhancement"
ISIC_0029769,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026434,
ISIC_0031758,Minimal Enhancement
ISIC_0031780,"Brightness Normalization, CLAHE"
ISIC_0025110,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025895,CLAHE
ISIC_0029766,CLAHE
ISIC_0027694,Denoising
ISIC_0029616,"Hair Removal, Denoising"
ISIC_0030994,Minimal Enhancement
ISIC_0031028,"Brightness Normalization, CLAHE, Denoising"
ISIC_0028624,
ISIC_0030454,Brightness Correction
ISIC_0026899,"Brightness Normalization, CLAHE"
ISIC_0027692,"Brightness Normalization, Minimal Enhancement"
ISIC_0029494,"Hair Removal, Denoising"
ISIC_0030201,CLAHE
ISIC_0025537,
ISIC_0026504,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0029421,"Hair Removal, Denoising"
ISIC_0025496,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0030149,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0028125,Denoising
ISIC_0026284,"Brightness Correction, CLAHE"
ISIC_0028892,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028725,Minimal Enhancement
ISIC_0025216,CLAHE
ISIC_0027050,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031843,Minimal Enhancement
ISIC_0027777,
ISIC_0028469,Minimal Enhancement
ISIC_0031252,"Brightness Normalization, CLAHE"
ISIC_0030750,CLAHE
ISIC_0031516,"Brightness Normalization, Minimal Enhancement"
ISIC_0025570,"Brightness Correction, CLAHE"
ISIC_0029934,CLAHE
ISIC_0025270,CLAHE
ISIC_0029506,"Hair Removal, Denoising"
ISIC_0030788,CLAHE
ISIC_0028189,Hair Removal
ISIC_0030046,"Denoising, Minimal Enhancement"
ISIC_0028606,"Brightness Normalization, Minimal Enhancement"
ISIC_0026309,"Brightness Normalization, Minimal Enhancement"
ISIC_0026680,"Brightness Normalization, Minimal Enhancement"
ISIC_0028708,
ISIC_0027524,
ISIC_0031847,Minimal Enhancement
ISIC_0031003,"Brightness Correction, CLAHE"
ISIC_0029262,"Brightness Normalization, CLAHE"
ISIC_0027399,Hair Removal
ISIC_0028794,"Brightness Normalization, Minimal Enhancement"
ISIC_0026278,
ISIC_0025291,Brightness Correction
ISIC_0027511,"Hair Removal, Brightness Correction"
ISIC_0027890,"Brightness Normalization, Minimal Enhancement"
ISIC_0029690,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0029981,Minimal Enhancement
ISIC_0026198,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030267,"Brightness Normalization, CLAHE"
ISIC_0024354,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028811,"Brightness Normalization, Minimal Enhancement"
ISIC_0027001,
ISIC_0025015,"Brightness Normalization, Minimal Enhancement"
ISIC_0031616,"Brightness Normalization, Minimal Enhancement"
ISIC_0027342,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026919,"Brightness Correction, Denoising"
ISIC_0025802,Brightness Correction
ISIC_0025304,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030864,CLAHE
ISIC_0032295,Brightness Correction
ISIC_0027594,"Brightness Correction, Denoising"
ISIC_0030012,"Brightness Normalization, Minimal Enhancement"
ISIC_0027761,Minimal Enhancement
ISIC_0029969,CLAHE
ISIC_0029361,"Brightness Correction, CLAHE"
ISIC_0027450,
ISIC_0024810,"Hair Removal, CLAHE, Denoising"
ISIC_0024339,Minimal Enhancement
ISIC_0025552,"Hair Removal, CLAHE, Denoising"
ISIC_0024627,"Hair Removal, CLAHE, Denoising"
ISIC_0024513,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0030152,"Brightness Normalization, Minimal Enhancement"
ISIC_0029207,
ISIC_0029284,"Denoising, Minimal Enhancement"
ISIC_0028867,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030381,CLAHE
ISIC_0027586,"Hair Removal, Minimal Enhancement"
ISIC_0031607,"Brightness Normalization, CLAHE"
ISIC_0026183,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024801,"Brightness Correction, CLAHE"
ISIC_0031180,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026616,"Brightness Normalization, Minimal Enhancement"
ISIC_0026459,Minimal Enhancement
ISIC_0031124,"Hair Removal, Brightness Correction, Denoising"
ISIC_0024384,"Brightness Correction, CLAHE"
ISIC_0029234,Minimal Enhancement
ISIC_0031683,"CLAHE, Denoising"
ISIC_0028002,
ISIC_0025282,Minimal Enhancement
ISIC_0029275,"Hair Removal, CLAHE"
ISIC_0026287,"Brightness Normalization, CLAHE, Denoising"
ISIC_0024530,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026483,"Brightness Normalization, Minimal Enhancement"
ISIC_0027748,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027481,"Hair Removal, Denoising"
ISIC_0027880,Hair Removal
ISIC_0027906,Brightness Correction
ISIC_0029718,"Brightness Normalization, Minimal Enhancement"
ISIC_0025857,CLAHE
ISIC_0027489,Minimal Enhancement
ISIC_0024878,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029076,"Brightness Normalization, Minimal Enhancement"
ISIC_0028697,"Hair Removal, Brightness Correction"
ISIC_0030017,"Brightness Normalization, Minimal Enhancement"
ISIC_0027484,"Hair Removal, Denoising"
ISIC_0025202,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030216,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0028893,Minimal Enhancement
ISIC_0024954,CLAHE
ISIC_0030808,"Hair Removal, Minimal Enhancement"
ISIC_0030648,"Brightness Correction, CLAHE"
ISIC_0030489,"CLAHE, Denoising"
ISIC_0026332,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0026944,CLAHE
ISIC_0024326,"Brightness Normalization, Minimal Enhancement"
ISIC_0030879,Brightness Correction
ISIC_0024600,"Brightness Normalization, Minimal Enhancement"
ISIC_0025283,"Brightness Normalization, Minimal Enhancement"
ISIC_0030078,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0030345,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027676,CLAHE
ISIC_0026063,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028321,
ISIC_0024316,"Brightness Correction, CLAHE"
ISIC_0026386,"Hair Removal, Denoising"
ISIC_0030601,Brightness Correction
ISIC_0028434,"Brightness Correction, CLAHE"
ISIC_0027386,CLAHE
ISIC_0032085,Minimal Enhancement
ISIC_0028703,"Brightness Normalization, Minimal Enhancement"
ISIC_0025435,"Brightness Correction, CLAHE, Denoising"
ISIC_0024966,Minimal Enhancement
ISIC_0031096,Brightness Correction
ISIC_0031873,"CLAHE, Denoising"
ISIC_0029629,"Brightness Normalization, Minimal Enhancement"
ISIC_0027441,"Brightness Normalization, CLAHE, Denoising"
ISIC_0030254,
ISIC_0028549,"Hair Removal, Denoising"
ISIC_0031251,Minimal Enhancement
ISIC_0024722,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029957,Brightness Correction
ISIC_0027699,Minimal Enhancement
ISIC_0028273,Minimal Enhancement
ISIC_0032438,Minimal Enhancement
ISIC_0030153,"CLAHE, Denoising"
ISIC_0030551,CLAHE
ISIC_0029765,"Brightness Normalization, Minimal Enhancement"
ISIC_0027864,Minimal Enhancement
ISIC_0027383,Minimal Enhancement
ISIC_0029552,Hair Removal
ISIC_0027292,
ISIC_0025010,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0025468,Minimal Enhancement
ISIC_0028657,Denoising
ISIC_0028569,Minimal Enhancement
ISIC_0031788,"Brightness Normalization, Minimal Enhancement"
ISIC_0026354,"Brightness Correction, CLAHE"
ISIC_0025269,Minimal Enhancement
ISIC_0031397,"Brightness Normalization, CLAHE"
ISIC_0025848,
ISIC_0031342,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0030325,
ISIC_0028268,"Hair Removal, Denoising"
ISIC_0031548,Minimal Enhancement
ISIC_0028171,CLAHE
ISIC_0031628,"Hair Removal, Brightness Normalization, CLAHE, Denoising"
ISIC_0026898,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031859,"Brightness Correction, CLAHE, Denoising"
ISIC_0028333,Minimal Enhancement
ISIC_0030001,CLAHE
ISIC_0027078,Brightness Correction
ISIC_0027792,Minimal Enhancement
ISIC_0029535,"Brightness Normalization, Minimal Enhancement"
ISIC_0032000,Brightness Correction
ISIC_0026410,Minimal Enhancement
ISIC_0024485,
ISIC_0031066,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025582,"Brightness Normalization, CLAHE, Denoising"
ISIC_0029078,Brightness Correction
ISIC_0027841,"Brightness Normalization, Minimal Enhancement"
ISIC_0027443,"Hair Removal, Minimal Enhancement"
ISIC_0025176,CLAHE
ISIC_0031983,Minimal Enhancement
ISIC_0027830,Minimal Enhancement
ISIC_0029180,Minimal Enhancement
ISIC_0026534,Brightness Correction
ISIC_0027396,"Brightness Normalization, Minimal Enhancement"
ISIC_0028040,"Brightness Correction, CLAHE"
ISIC_0026450,CLAHE
ISIC_0025479,Brightness Correction
ISIC_0027980,Minimal Enhancement
ISIC_0024451,"Brightness Normalization, Minimal Enhancement"
ISIC_0029901,"Brightness Normalization, Minimal Enhancement"
ISIC_0028638,"Hair Removal, Denoising"
ISIC_0029989,"Brightness Normalization, CLAHE"
ISIC_0027430,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0024817,"Hair Removal, Brightness Correction"
ISIC_0031425,"Brightness Correction, Minimal Enhancement"
ISIC_0029154,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0029734,"Hair Removal, Denoising"
ISIC_0030627,"Brightness Normalization, CLAHE"
ISIC_0030217,"Brightness Correction, CLAHE"
ISIC_0027039,
ISIC_0031109,Minimal Enhancement
ISIC_0026938,"Brightness Correction, CLAHE"
ISIC_0028119,
ISIC_0024390,"Brightness Normalization, Minimal Enhancement"
ISIC_0024802,"Brightness Normalization, Minimal Enhancement"
ISIC_0031307,"Brightness Normalization, Minimal Enhancement"
ISIC_0030992,"Brightness Normalization, Minimal Enhancement"
ISIC_0030638,"Brightness Correction, Minimal Enhancement"
ISIC_0025686,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0026598,CLAHE
ISIC_0030472,Brightness Correction
ISIC_0030983,"Brightness Correction, CLAHE"
ISIC_0026482,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0026035,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026379,"Brightness Normalization, CLAHE"
ISIC_0024912,Minimal Enhancement
ISIC_0027918,"Brightness Normalization, CLAHE"
ISIC_0032431,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0029173,"Brightness Correction, Minimal Enhancement"
ISIC_0030647,
ISIC_0026146,Brightness Correction
ISIC_0025014,Minimal Enhancement
ISIC_0031772,"Hair Removal, CLAHE"
ISIC_0026563,Minimal Enhancement
ISIC_0029964,"Hair Removal, Denoising"
ISIC_0029151,Minimal Enhancement
ISIC_0029842,Minimal Enhancement
ISIC_0029807,CLAHE
ISIC_0024691,Minimal Enhancement
ISIC_0027666,Minimal Enhancement
ISIC_0027556,Brightness Correction
ISIC_0029444,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0030415,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029178,CLAHE
ISIC_0031020,"Brightness Correction, Denoising"
ISIC_0025572,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025757,"Brightness Normalization, Minimal Enhancement"
ISIC_0025535,Minimal Enhancement
ISIC_0031641,
ISIC_0031512,Brightness Correction
ISIC_0024417,Brightness Correction
ISIC_0025037,"Brightness Normalization, Minimal Enhancement"
ISIC_0029818,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031439,
ISIC_0024541,CLAHE
ISIC_0025371,Minimal Enhancement
ISIC_0031255,CLAHE
ISIC_0027823,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0030516,"Hair Removal, Denoising"
ISIC_0031696,"Brightness Normalization, Minimal Enhancement"
ISIC_0031205,"Brightness Normalization, CLAHE"
ISIC_0025646,CLAHE
ISIC_0027835,"Hair Removal, Brightness Correction"
ISIC_0028330,CLAHE
ISIC_0032488,Minimal Enhancement
ISIC_0028138,
ISIC_0027977,"Brightness Normalization, CLAHE"
ISIC_0030634,"Hair Removal, CLAHE"
ISIC_0029165,"Brightness Correction, CLAHE"
ISIC_0030185,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029787,"Brightness Normalization, Minimal Enhancement"
ISIC_0025538,Minimal Enhancement
ISIC_0026193,"Hair Removal, Denoising"
ISIC_0027809,"Brightness Normalization, CLAHE"
ISIC_0030200,CLAHE
ISIC_0028312,
ISIC_0025233,Brightness Correction
ISIC_0029607,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030696,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0029863,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0027095,"Hair Removal, Brightness Correction, Denoising"
ISIC_0024353,"Brightness Normalization, Minimal Enhancement"
ISIC_0030727,
ISIC_0030719,"Brightness Normalization, CLAHE"
ISIC_0025026,CLAHE
ISIC_0026472,
ISIC_0030030,"Hair Removal, Denoising"
ISIC_0028153,Brightness Correction
ISIC_0025933,"Brightness Normalization, Minimal Enhancement"
ISIC_0027965,CLAHE
ISIC_0032493,Denoising
ISIC_0026197,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0032012,CLAHE
ISIC_0030751,"Brightness Correction, CLAHE"
ISIC_0029442,"Hair Removal, Minimal Enhancement"
ISIC_0026004,Minimal Enhancement
ISIC_0027972,Minimal Enhancement
ISIC_0025694,CLAHE
ISIC_0024391,"Brightness Normalization, Minimal Enhancement"
ISIC_0028801,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0027741,CLAHE
ISIC_0029923,Minimal Enhancement
ISIC_0032208,Minimal Enhancement
ISIC_0024750,Minimal Enhancement
ISIC_0026306,"Brightness Normalization, Minimal Enhancement"
ISIC_0031480,"Brightness Normalization, Minimal Enhancement"
ISIC_0024557,Minimal Enhancement
ISIC_0028722,Minimal Enhancement
ISIC_0031717,
ISIC_0025565,CLAHE
ISIC_0031487,"Hair Removal, Denoising"
ISIC_0025232,Minimal Enhancement
ISIC_0025012,"Brightness Correction, Denoising"
ISIC_0026307,Minimal Enhancement
ISIC_0031858,Minimal Enhancement
ISIC_0025342,Minimal Enhancement
ISIC_0025772,"Brightness Normalization, Minimal Enhancement"
ISIC_0025401,Minimal Enhancement
ISIC_0026579,
ISIC_0031568,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0029551,"Brightness Correction, Denoising"
ISIC_0028713,Brightness Correction
ISIC_0029620,"Hair Removal, Denoising"
ISIC_0030917,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024483,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029477,Minimal Enhancement
ISIC_0031879,"Denoising, Minimal Enhancement"
ISIC_0030637,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027845,CLAHE
ISIC_0025999,CLAHE
ISIC_0032297,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026973,"Hair Removal, Denoising"
ISIC_0027313,"Brightness Correction, CLAHE"
ISIC_0026926,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0024978,Minimal Enhancement
ISIC_0032177,Denoising
ISIC_0027683,"Hair Removal, Brightness Correction, CLAHE"
ISIC_0027992,"Brightness Correction, Minimal Enhancement"
ISIC_0025725,CLAHE
ISIC_0031830,"Brightness Normalization, Minimal Enhancement"
ISIC_0025889,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0028471,"Brightness Normalization, Minimal Enhancement"
ISIC_0031098,CLAHE
ISIC_0028251,"Hair Removal, Brightness Correction"
ISIC_0026462,Minimal Enhancement
ISIC_0030887,Minimal Enhancement
ISIC_0028369,Brightness Correction
ISIC_0028940,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0030708,Minimal Enhancement
ISIC_0027075,CLAHE
ISIC_0032390,"Brightness Normalization, Minimal Enhancement"
ISIC_0026879,"Brightness Correction, CLAHE, Denoising"
ISIC_0028799,"Hair Removal, Denoising"
ISIC_0028601,Minimal Enhancement
ISIC_0032435,"Brightness Normalization, CLAHE, Denoising"
ISIC_0031246,Minimal Enhancement
ISIC_0031899,"Brightness Correction, Denoising"
ISIC_0026542,"Denoising, Minimal Enhancement"
ISIC_0029282,Minimal Enhancement
ISIC_0025490,Brightness Correction
ISIC_0029437,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0031530,"Hair Removal, Denoising"
ISIC_0030320,
ISIC_0029063,Minimal Enhancement
ISIC_0026479,"Brightness Normalization, Minimal Enhancement"
ISIC_0026881,"Brightness Correction, Minimal Enhancement"
ISIC_0025459,Brightness Correction
ISIC_0031765,"Brightness Correction, Minimal Enhancement"
ISIC_0031818,"Brightness Normalization, Minimal Enhancement"
ISIC_0030098,"Brightness Correction, Minimal Enhancement"
ISIC_0024325,CLAHE
ISIC_0028458,"Brightness Correction, Minimal Enhancement"
ISIC_0026381,Hair Removal
ISIC_0031283,Hair Removal
ISIC_0025715,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029987,"Hair Removal, Denoising"
ISIC_0029256,"Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0030331,Minimal Enhancement
ISIC_0031415,"Brightness Normalization, CLAHE"
ISIC_0024527,Minimal Enhancement
ISIC_0027762,"Denoising, Minimal Enhancement"
ISIC_0029910,Brightness Correction
ISIC_0025464,Brightness Correction
ISIC_0024651,Brightness Correction
ISIC_0029124,"Brightness Correction, Minimal Enhancement"
ISIC_0031265,Minimal Enhancement
ISIC_0029011,"Brightness Normalization, CLAHE, Denoising"
ISIC_0030500,"Brightness Normalization, Minimal Enhancement"
ISIC_0030009,Brightness Correction
ISIC_0031936,"Brightness Correction, Minimal Enhancement"
ISIC_0030563,Brightness Correction
ISIC_0027499,"Brightness Normalization, CLAHE"
ISIC_0025344,"Hair Removal, Denoising"
ISIC_0026951,"Hair Removal, Brightness Correction, Denoising"
ISIC_0024914,CLAHE
ISIC_0031047,Minimal Enhancement
ISIC_0027701,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0029244,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027448,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0025595,Minimal Enhancement
ISIC_0027424,CLAHE
ISIC_0026041,"Hair Removal, Denoising"
ISIC_0031101,"Brightness Normalization, Minimal Enhancement"
ISIC_0030040,"Brightness Normalization, Minimal Enhancement"
ISIC_0025532,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0025660,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030576,Minimal Enhancement
ISIC_0029134,
ISIC_0027532,CLAHE
ISIC_0027070,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026732,"Brightness Normalization, CLAHE"
ISIC_0027979,CLAHE
ISIC_0032147,"Brightness Normalization, Minimal Enhancement"
ISIC_0030290,
ISIC_0030234,"Brightness Correction, Minimal Enhancement"
ISIC_0029285,Brightness Correction
ISIC_0026495,"Brightness Normalization, CLAHE, Denoising"
ISIC_0031885,"Brightness Correction, CLAHE"
ISIC_0031312,"Brightness Normalization, Minimal Enhancement"
ISIC_0032323,Minimal Enhancement
ISIC_0025159,Minimal Enhancement
ISIC_0025739,CLAHE
ISIC_0026925,Denoising
ISIC_0025574,Minimal Enhancement
ISIC_0026304,"Brightness Normalization, CLAHE"
ISIC_0027685,CLAHE
ISIC_0027635,Minimal Enhancement
ISIC_0026464,Denoising
ISIC_0029280,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0024521,"Hair Removal, Brightness Correction"
ISIC_0028883,Minimal Enhancement
ISIC_0031849,Brightness Correction
ISIC_0032472,"Brightness Correction, Minimal Enhancement"
ISIC_0025460,Minimal Enhancement
ISIC_0024334,CLAHE
ISIC_0026939,Minimal Enhancement
ISIC_0028564,"Brightness Normalization, Minimal Enhancement"
ISIC_0027340,Brightness Correction
ISIC_0026937,Brightness Correction
ISIC_0025921,Brightness Correction
ISIC_0030811,"Denoising, Minimal Enhancement"
